Transaction Date,Local Authority Establishment,Benificiary (Merchant),Amount,Unrecoverable VAT,Expenditure Purpose,Merchant Category
24/10/2019,BERE ALSTON PRIM-CP0685610GBP,AMZ Meridian Bookstore,-11.6,0,General Retail and Wholesale,Miscellaneous retail
31/10/2019,BERE ALSTON PRIM-CP0685610GBP,AMZNMktplace,7.7,0,General Retail and Wholesale,Miscellaneous retail
13/11/2019,BERE ALSTON PRIM-CP0685610GBP,AMAZON.CO.UK WI6DR1V95 AM,10.98,0,General Retail and Wholesale,Miscellaneous retail
13/11/2019,BERE ALSTON PRIM-CP0685610GBP,AMZNMktplace,2.11,0,General Retail and Wholesale,Miscellaneous retail
18/11/2019,BERE ALSTON PRIM-CP0685610GBP,ASDA GROCERIES ONLINE,59.58,0,General Retail and Wholesale,Grocery stores
19/11/2019,BERE ALSTON PRIM-CP0685610GBP,AMZNMktplace,22.78,0,General Retail and Wholesale,Miscellaneous retail
28/10/2019,BOW PRIMARY SCH-CP0728252GBP,HP INC UK LIMITED,1.99,0,Computer Equipment & Services,"Computers, peripherals & software"
28/10/2019,BOW PRIMARY SCH-CP0728252GBP,Twinkl Limited,71.16,0,Training and Educational,Schools
31/10/2019,BOW PRIMARY SCH-CP0728252GBP,POST OFFICE COUNTER,34.06,0,Mail and Courier Services,Postal services
09/11/2019,BOW PRIMARY SCH-CP0728252GBP,HP INC UK LIMITED,7.99,0,Computer Equipment & Services,"Computers, peripherals & software"
16/11/2019,BOW PRIMARY SCH-CP0728252GBP,WILKO RETAIL LIMITED,15.1,0,General Retail and Wholesale,Misc. general merchandise
18/11/2019,BOW PRIMARY SCH-CP0728252GBP,HP INC UK LIMITED,7.99,0,Computer Equipment & Services,"Computers, peripherals & software"
01/11/2019,CASTLE PRIMARY-CP0728262GBP,AMAZON.CO.UK GW34F5NF5 AM,28.49,0,General Retail and Wholesale,Miscellaneous retail
01/11/2019,CASTLE PRIMARY-CP0728262GBP,HOMEBASE,242,0,General Retail and Wholesale,Home supply warehouse stores
01/11/2019,CASTLE PRIMARY-CP0728262GBP,WWW.ARGOS.CO.UK,31.95,0,General Retail and Wholesale,Discount stores
01/11/2019,CASTLE PRIMARY-CP0728262GBP,HAMPSHIRE COUNTY COUNC,50,0,Statutory Bodies,Government services
01/11/2019,CASTLE PRIMARY-CP0728262GBP,WWW.ICO.ORG.UK,40,0,Statutory Bodies,Government services
09/11/2019,CASTLE PRIMARY-CP0728262GBP,AMZNMktplace,26.98,0,General Retail and Wholesale,Miscellaneous retail
11/11/2019,CASTLE PRIMARY-CP0728262GBP,AMZNMktplace,43.24,0,General Retail and Wholesale,Miscellaneous retail
12/11/2019,CASTLE PRIMARY-CP0728262GBP,SERENATA FLOWERS,24.99,0,Estate and Garden Services,Florists
15/11/2019,CASTLE PRIMARY-CP0728262GBP,AMZNMktplace,2.88,0,General Retail and Wholesale,Miscellaneous retail
15/11/2019,CASTLE PRIMARY-CP0728262GBP,SENSORY DIRECT,46.09,0,General Retail and Wholesale,"Hobby, toy & game shops"
15/11/2019,CASTLE PRIMARY-CP0728262GBP,WWW.ELKLAN.CO.UK,52.2,0,Training and Educational,Schools
17/11/2019,CASTLE PRIMARY-CP0728262GBP,AMZNMktplace,20.47,0,General Retail and Wholesale,Miscellaneous retail
