Transaction Date,Local Authority Establishment,Benificiary (Merchant),Amount,Unrecoverable VAT,Expenditure Purpose,Merchant Category
24/04/2021,DCC HAZELDOWN-CP0682508GBP,AMZNMktplace,12.99,0.00,General Retail and Wholesale,Miscellaneous retail
24/04/2021,DCC HAZELDOWN-CP0682508GBP,AMZNMktplace,19.20,0.00,General Retail and Wholesale,Miscellaneous retail
24/04/2021,DCC HAZELDOWN-CP0682508GBP,REGATTA,223.50,0.00,General Retail and Wholesale,Family clothing shops
24/04/2021,DCC HOLSWORTHY-CP0685675GBP,APFS,7.70,0.00,"Office Stationery, Equipment and Supplies",Photocopy & reproduction services
24/04/2021,DCC HONITON-CP0715049GBP,SCREENCASTIFY UNLIMITE,499.37,0.00,Training and Educational,Schools
24/04/2021,DCC INTERVENTION-CP0687923GBP,TESCO STORE 2487,40.62,0.00,General Retail and Wholesale,Grocery stores
24/04/2021,DCC KING EDWARD VI COMMUNITY C,AMZNMktplace,11.89,0.00,General Retail and Wholesale,Miscellaneous retail
24/04/2021,DCC KING EDWARD VI COMMUNITY C,Amazon Prime 2005X2344,7.99,0.00,Mail Order / Direct Selling,Continuous subscriptions
24/04/2021,DCC KING EDWARD VI COMMUNITY C,Amazon.co.uk 204LV43A4,59.99,0.00,Mail Order / Direct Selling,Direct sales companies
24/04/2021,DCC KING EDWARD VI COMMUNITY C,HIRE STATION-ONE CAL,251.16,0.00,Miscellaneous Industrial/Commercial Supplies,"Equipment, tool, furniture hire & leasing"
24/04/2021,DCC KINGSACRE PRI-CP0730877GBP,WWW.ICO.ORG.UK,40.00,0.00,Statutory Bodies,Government services
24/04/2021,DCC LAMPARD SC-CP0682503GBP,UK COACHING SOLUTIONS,51.98,0.00,Computer Equipment & Services,Computer software stores
24/04/2021,DCC LAMPARD SC-CP0682503GBP,DUNELM,100.00,0.00,General Retail and Wholesale,Furniture & home furnishing
24/04/2021,DCC LAMPARD SC-CP0682503GBP,WWW.UKPOS.COM,343.94,0.00,"Office Stationery, Equipment and Supplies",Stationery & office supplies stores
25/04/2021,DCC LEARN DVN EXT-CP0707517GBP,INDEED TEL+35312545907,248.60,0.00,Miscellaneous Industrial/Commercial Supplies,Misc business services
25/04/2021,DCC LEARN DVN EXT-CP0707517GBP,LINKEDIN IRELAND,41.27,0.00,Print and Advertising,Advertising services
25/04/2021,DCC -SANDFORD SCH-CP0808083GBP,Amazon.co.uk 202BU93W4,29.66,0.00,Mail Order / Direct Selling,Direct sales companies
25/04/2021,DCC TEIGNBRIDGE-CP0684146GBP,TRAINLINE.COM,52.43,0.00,Travel - Air/Rail/Road,Passenger railways
25/04/2021,DCC WINLEIGH-CP0710264GBP,TROPHYSTORE.CO.UK LIMITED,178.00,0.00,Building Services,Trade contractors
25/04/2021,DCC-ATKINSON UNIT-CP0630370GBP,GOOGLE  YouTubePremium,11.99,0.00,Computer Equipment & Services,"Programming, data processing & system design"
