Transaction Date,Local Authority Establishment,Benificiary (Merchant),Amount,Unrecoverable VAT,Expenditure Purpose,Merchant Category
17/03/2016,DCC - EXETER LEARNING DIS,TFH SPECIAL NEEDS,335.55,0,General Retail and Wholesale,"Hobby, toy & game shops"
17/03/2016,DCC - EXETER LEARNING DIS,WWW.ROMPALTD.COM,24.55,0,General Retail and Wholesale,Miscellaneous retail
23/03/2016,DCC - EXETER LEARNING DIS,ST. BRIDGET NURSERIES,198,0,Estate and Garden Services,Lawn & garden supply/nursery
29/03/2016,DCC - EXETER LEARNING DIS,B W TECHNOLOGIES L,59.9,0,Mail Order / Direct Selling,Catalogue sales
25/02/2016,DCC - LANDSCORE PRIMARY SCH,INTENSESPORTS.COUK,349,0,General Retail and Wholesale,Sporting goods shops
26/02/2016,DCC - LANDSCORE PRIMARY SCH,Amazon UK Marketplace,51.98,0,General Retail and Wholesale,Miscellaneous retail
27/02/2016,DCC - LANDSCORE PRIMARY SCH,Amazon Digital Dwnlds,7.99,0,General Retail and Wholesale,Record shops
7/3/2016,DCC - LANDSCORE PRIMARY SCH,IMPERIAL EXETER,244.96,0,Restaurants and Bars,Restaurants
7/3/2016,DCC - LANDSCORE PRIMARY SCH,PAYPAL PMPPUBLICAT,281.84,0,Training and Educational,Colleges & universities
15/03/2016,DCC - LANDSCORE PRIMARY SCH,Amazon Digital Dwnlds,6.29,0,General Retail and Wholesale,Record shops
27/03/2016,DCC - LANDSCORE PRIMARY SCH,Amazon Digital Dwnlds,6.99,0,General Retail and Wholesale,Record shops
28/03/2016,DCC - LANDSCORE PRIMARY SCH,Amazon UK Marketplace,12.49,0,General Retail and Wholesale,Miscellaneous retail
30/03/2016,DCC - LANDSCORE PRIMARY SCH,Amazon Digital Dwnlds,6.99,0,General Retail and Wholesale,Record shops
29/01/2016,DCC - WITHERIDGE PRIM SCHOOL,Amazon UK Marketplace,61.15,0,General Retail and Wholesale,Miscellaneous retail
2/2/2016,DCC - WITHERIDGE PRIM SCHOOL,Amazon UK Marketplace,-61.15,0,General Retail and Wholesale,Miscellaneous retail
5/2/2016,DCC - WITHERIDGE PRIM SCHOOL,GWR RAIL TICKETS AS,128.85,0,Travel - Air/Rail/Road,Passenger railways
10/2/2016,DCC - WITHERIDGE PRIM SCHOOL,TORRIDGE DISTRICT COUN,100,0,Statutory Bodies,Government services
6/3/2016,DCC - WITHERIDGE PRIM SCHOOL,TESCO STORES 5930,9.17,0,General Retail and Wholesale,Grocery stores
7/3/2016,DCC - WITHERIDGE PRIM SCHOOL,TESCO STORES 6269,115.77,0,General Retail and Wholesale,Grocery stores
21/03/2016,DCC - WITHERIDGE PRIM SCHOOL,NCC RESOURCES LTD,-30,0,Professional Services,Professional services
17/04/2016,DCC - WITHERIDGE PRIM SCHOOL,THIS IS IT,9.92,0,General Retail and Wholesale,"Hobby, toy & game shops"
2/2/2016,DCC COCKWOOD P.SCH-0479007,Amazon UK Marketplace,48.7,0,Books and Periodicals,Book stores
2/2/2016,DCC COCKWOOD P.SCH-0479007,Amazon UK Marketplace,11.99,0,General Retail and Wholesale,Miscellaneous retail
3/2/2016,DCC COCKWOOD P.SCH-0479007,Amazon UK Retail,289.99,0,Mail Order / Direct Selling,Direct sales companies
8/2/2016,DCC COCKWOOD P.SCH-0479007,Amazon UK Marketplace,23.98,0,General Retail and Wholesale,Miscellaneous retail
8/2/2016,DCC COCKWOOD P.SCH-0479007,Amazon UK Retail,10.76,0,Mail Order / Direct Selling,Direct sales companies
9/2/2016,DCC COCKWOOD P.SCH-0479007,TWINKL LTD,17.99,0,Clubs/Associations/Organisations,Membership organisations
9/2/2016,DCC COCKWOOD P.SCH-0479007,TWINKL LTD,29.99,0,Clubs/Associations/Organisations,Membership organisations
9/2/2016,DCC COCKWOOD P.SCH-0479007,TWINKL LTD,26.99,0,Clubs/Associations/Organisations,Membership organisations
29/02/2016,DCC COCKWOOD P.SCH-0479007,Amazon UK Marketplace,5.13,0,General Retail and Wholesale,Miscellaneous retail
1/3/2016,DCC COCKWOOD P.SCH-0479007,Amazon UK Marketplace,10.83,0,General Retail and Wholesale,Miscellaneous retail
9/3/2016,DCC COCKWOOD P.SCH-0479007,PIFT LTD,174.6,0,General Retail and Wholesale,Family clothing shops
15/03/2016,DCC COCKWOOD P.SCH-0479007,TENNIS FOUNDATION,242.5,0,Leisure Activities,"Civic, social & fraternal associations"
17/03/2016,DCC COCKWOOD P.SCH-0479007,Amazon UK Marketplace,56.98,0,Books and Periodicals,Book stores
17/03/2016,DCC COCKWOOD P.SCH-0479007,Amazon UK Marketplace,5.38,0,Books and Periodicals,Book stores
17/03/2016,DCC COCKWOOD P.SCH-0479007,Amazon UK Marketplace,13.75,0,General Retail and Wholesale,Miscellaneous retail
11/4/2016,DCC COCKWOOD P.SCH-0479007,Amazon UK Retail,35.11,0,Mail Order / Direct Selling,Direct sales companies
11/4/2016,DCC COCKWOOD P.SCH-0479007,Amazon UK Retail,7.99,0,Mail Order / Direct Selling,Direct sales companies
11/4/2016,DCC COCKWOOD P.SCH-0479007,Amazon UK Retail,6.37,0,Mail Order / Direct Selling,Direct sales companies
12/4/2016,DCC COCKWOOD P.SCH-0479007,Amazon UK Marketplace,2.81,0,General Retail and Wholesale,Miscellaneous retail
12/4/2016,DCC COCKWOOD P.SCH-0479007,Amazon UK Marketplace,3.74,0,General Retail and Wholesale,Miscellaneous retail
12/4/2016,DCC COCKWOOD P.SCH-0479007,Amazon UK Marketplace,2.8,0,General Retail and Wholesale,Miscellaneous retail
12/4/2016,DCC COCKWOOD P.SCH-0479007,Amazon UK Retail,15.3,0,Mail Order / Direct Selling,Direct sales companies
14/04/2016,DCC COCKWOOD P.SCH-0479007,Amazon UK Marketplace,11.95,0,General Retail and Wholesale,Miscellaneous retail
21/04/2016,DCC COCKWOOD P.SCH-0479007,Amazon UK Marketplace,-3.74,0,General Retail and Wholesale,Miscellaneous retail
29/01/2016,DCC COMM SERV'S DEVON-TIVERTON,Amazon UK Marketplace,53.94,0,Books and Periodicals,Book stores
29/01/2016,DCC COMM SERV'S DEVON-TIVERTON,Amazon UK Marketplace,23.98,0,General Retail and Wholesale,Miscellaneous retail
29/01/2016,DCC COMM SERV'S DEVON-TIVERTON,Amazon UK Marketplace,12.98,0,General Retail and Wholesale,Miscellaneous retail
29/01/2016,DCC COMM SERV'S DEVON-TIVERTON,Amazon UK Retail,65.94,0,Mail Order / Direct Selling,Direct sales companies
1/2/2016,DCC COMM SERV'S DEVON-TIVERTON,Amazon UK Marketplace,21.99,0,General Retail and Wholesale,Miscellaneous retail
3/2/2016,DCC COMM SERV'S DEVON-TIVERTON,Amazon UK Retail,36.59,0,Mail Order / Direct Selling,Direct sales companies
9/2/2016,DCC COMM SERV'S DEVON-TIVERTON,Amazon UK Marketplace,7.3,0,Books and Periodicals,Book stores
9/2/2016,DCC COMM SERV'S DEVON-TIVERTON,Amazon UK Marketplace,2.69,0,General Retail and Wholesale,Miscellaneous retail
10/2/2016,DCC COMM SERV'S DEVON-TIVERTON,Amazon UK Marketplace,8.5,0,Books and Periodicals,Book stores
10/2/2016,DCC COMM SERV'S DEVON-TIVERTON,Amazon UK Marketplace,6.98,0,Books and Periodicals,Book stores
10/2/2016,DCC COMM SERV'S DEVON-TIVERTON,Amazon UK Marketplace,12.84,0,General Retail and Wholesale,Miscellaneous retail
11/2/2016,DCC COMM SERV'S DEVON-TIVERTON,Amazon UK Marketplace,23.39,0,Books and Periodicals,Book stores
11/2/2016,DCC COMM SERV'S DEVON-TIVERTON,Amazon UK Marketplace,2.2,0,General Retail and Wholesale,Miscellaneous retail
17/02/2016,DCC COMM SERV'S DEVON-TIVERTON,Amazon UK Marketplace,-16.75,0,General Retail and Wholesale,Miscellaneous retail
18/02/2016,DCC COMM SERV'S DEVON-TIVERTON,Amazon UK Marketplace,-8.5,0,General Retail and Wholesale,Miscellaneous retail
18/02/2016,DCC COMM SERV'S DEVON-TIVERTON,Amazon UK Marketplace,-2.69,0,General Retail and Wholesale,Miscellaneous retail
18/02/2016,DCC COMM SERV'S DEVON-TIVERTON,B&M RETAIL,47.76,0,General Retail and Wholesale,Discount stores
19/02/2016,DCC COMM SERV'S DEVON-TIVERTON,Amazon UK Marketplace,19.38,0,General Retail and Wholesale,Miscellaneous retail
23/02/2016,DCC COMM SERV'S DEVON-TIVERTON,Amazon UK Marketplace,-6.98,0,General Retail and Wholesale,Miscellaneous retail
23/02/2016,DCC COMM SERV'S DEVON-TIVERTON,Amazon UK Marketplace,-7.3,0,General Retail and Wholesale,Miscellaneous retail
26/01/2016,DCC COURT OF PROTECT-C 0509893,FISH INSURANCE,135,0,Financial Services,"Insurance sales, underwritering, premiums"
1/2/2016,DCC COURT OF PROTECT-C 0509893,BUTLINS HOLIDAYS,471,0,Hotels and Accommodation,"Hotels, motels & resorts"
5/2/2016,DCC COURT OF PROTECT-C 0509893,PULLEN AND SYMES OPTICIAN,90,0,Medical Supplies and Services,Opticians
12/2/2016,DCC COURT OF PROTECT-C 0509893,WWW.HIGOS.CO.UK,185,0,Financial Services,"Insurance sales, underwritering, premiums"
2/3/2016,DCC COURT OF PROTECT-C 0509893,COUNTRYWIDE RESIDENTIA,260,0,Professional Services,Professional services
8/3/2016,DCC COURT OF PROTECT-C 0509893,EE & T-MOBILE,200.8,0,Telecommunication Services,Phone services
9/3/2016,DCC COURT OF PROTECT-C 0509893,GWR WEBSALES ECOM,23,0,Travel - Air/Rail/Road,Passenger railways
22/03/2016,DCC COURT OF PROTECT-C 0509893,WWW.GOV.UK,10,0,Professional Services,Professional services
23/03/2016,DCC COURT OF PROTECT-C 0509893,MID DEVON DC,47,0,Statutory Bodies,Government services
29/01/2016,DCC EAST DEVON LEARN DISB SERV,TESCO STORES 5138,82.7,0,General Retail and Wholesale,Grocery stores
4/2/2016,DCC EAST DEVON LEARN DISB SERV,TESCO STORES 5138,98.02,0,General Retail and Wholesale,Grocery stores
4/2/2016,DCC EAST DEVON LEARN DISB SERV,Amazon UK Retail,19.28,0,Mail Order / Direct Selling,Direct sales companies
11/2/2016,DCC EAST DEVON LEARN DISB SERV,TESCO STORES 5138,58.88,0,General Retail and Wholesale,Grocery stores
15/02/2016,DCC EAST DEVON LEARN DISB SERV,TESCO STORE 2679,19,0,General Retail and Wholesale,Grocery stores
16/02/2016,DCC EAST DEVON LEARN DISB SERV,TESCO-STORES 6457,-19,0,General Retail and Wholesale,Grocery stores
16/02/2016,DCC EAST DEVON LEARN DISB SERV,TESCO-STORES 6457,12.5,0,General Retail and Wholesale,Grocery stores
17/02/2016,DCC EAST DEVON LEARN DISB SERV,TESCO STORES 5138,97.25,0,General Retail and Wholesale,Grocery stores
25/02/2016,DCC EAST DEVON LEARN DISB SERV,DUSTBAG LTD,10.97,0,General Retail and Wholesale,Household appliance stores
25/02/2016,DCC EAST DEVON LEARN DISB SERV,TESCO STORES 5138,82.39,0,General Retail and Wholesale,Grocery stores
25/02/2016,DCC EAST DEVON LEARN DISB SERV,Amazon UK Retail,299.99,0,Mail Order / Direct Selling,Direct sales companies
3/3/2016,DCC EAST DEVON LEARN DISB SERV,TESCO STORES 5138,97.85,0,General Retail and Wholesale,Grocery stores
7/3/2016,DCC EAST DEVON LEARN DISB SERV,Amazon UK Marketplace,41.38,0,Books and Periodicals,Book stores
7/3/2016,DCC EAST DEVON LEARN DISB SERV,HOMEBASE LTD,94.99,0,Building Materials,Timber & building supplies
7/3/2016,DCC EAST DEVON LEARN DISB SERV,ARGOS LTD,54.99,0,General Retail and Wholesale,Discount stores
9/3/2016,DCC EAST DEVON LEARN DISB SERV,TESCO STORES 5138,71.44,0,General Retail and Wholesale,Grocery stores
10/3/2016,DCC EAST DEVON LEARN DISB SERV,HOMEBASE LTD,19,0,Building Materials,Timber & building supplies
10/3/2016,DCC EAST DEVON LEARN DISB SERV,ARGOS LTD,219.99,0,General Retail and Wholesale,Discount stores
10/3/2016,DCC EAST DEVON LEARN DISB SERV,ARGOS LTD,219.99,0,General Retail and Wholesale,Discount stores
18/03/2016,DCC EAST DEVON LEARN DISB SERV,TESCO STORES 5138,107.88,0,General Retail and Wholesale,Grocery stores
24/03/2016,DCC EAST DEVON LEARN DISB SERV,BRADFORDS BLDG SUP,245.53,0,Building Materials,Timber & building supplies
24/03/2016,DCC EAST DEVON LEARN DISB SERV,TESCO STORES 5138,104.37,0,General Retail and Wholesale,Grocery stores
1/4/2016,DCC EAST DEVON LEARN DISB SERV,TESCO STORES 5138,103.2,0,General Retail and Wholesale,Grocery stores
7/4/2016,DCC EAST DEVON LEARN DISB SERV,TESCO STORES 5138,84.74,0,General Retail and Wholesale,Grocery stores
14/04/2016,DCC EAST DEVON LEARN DISB SERV,TESCO STORES 5138,83.74,0,General Retail and Wholesale,Grocery stores
21/04/2016,DCC EAST DEVON LEARN DISB SERV,TESCO STORES 5138,80.9,0,General Retail and Wholesale,Grocery stores
3/2/2016,DCC HATHERLEIGH PS-C 0514362,SNAPFRAMES,154.84,0,Professional Services,Consultants & public relation services
1/3/2016,DCC HATHERLEIGH PS-C 0514362,Amazon UK Marketplace,15.3,0,Books and Periodicals,Book stores
19/04/2016,DCC HATHERLEIGH PS-C 0514362,Amazon UK Marketplace,83.99,0,General Retail and Wholesale,Miscellaneous retail
22/01/2016,DCC HORWOOD & NEWTON- C0529381,THE BOOK PEOPLE,61.95,0,Books and Periodicals,Book stores
25/01/2016,DCC HORWOOD & NEWTON- C0529381,THE BOOK PEOPLE,-9.99,0,Books and Periodicals,Book stores
24/03/2016,DCC HORWOOD & NEWTON- C0529381,Amazon UK Retail,7.99,0,Mail Order / Direct Selling,Direct sales companies
24/03/2016,DCC HORWOOD & NEWTON- C0529381,Amazon UK Retail,27.96,0,Mail Order / Direct Selling,Direct sales companies
26/01/2016,DCC KING EDWARD VI COMMUNITY C,Amazon UK Marketplace,59.78,0,General Retail and Wholesale,Miscellaneous retail
28/01/2016,DCC KING EDWARD VI COMMUNITY C,ORANGE (A/PM/01),293.56,0,Telecommunication Services,Phone services
5/2/2016,DCC KING EDWARD VI COMMUNITY C,WWW.NCR-DIRECT.COM,20.9,0,Computer Equipment & Services,"Programming, data processing & system design"
9/2/2016,DCC KING EDWARD VI COMMUNITY C,DELFONT MACKINTOSH,900,0,Leisure Activities,Theatres and ticket agencies
22/02/2016,DCC KING EDWARD VI COMMUNITY C,PHYSICALSPO,77,0,Medical Supplies and Services,"Laboratory, medical & hospital equipment"
29/02/2016,DCC KING EDWARD VI COMMUNITY C,TRAVELODGE WEBSITE,80,0,Hotels and Accommodation,Travelodge
14/03/2016,DCC KING EDWARD VI COMMUNITY C,AO RETAIL LIMITED,630,0,General Retail and Wholesale,Household appliance stores
15/03/2016,DCC KING EDWARD VI COMMUNITY C,TRAVELODGE WEBSITE,-39,0,Hotels and Accommodation,Travelodge
15/03/2016,DCC KING EDWARD VI COMMUNITY C,TRAVELODGE WEBSITE,-39,0,Hotels and Accommodation,Travelodge
17/03/2016,DCC KING EDWARD VI COMMUNITY C,TVLICENSING.CO.UK,145.5,0,Professional Services,Consultants & public relation services
22/03/2016,DCC KING EDWARD VI COMMUNITY C,PREMIER INN44016875,72,0,Hotels and Accommodation,Premier Inn
1/4/2016,DCC KING EDWARD VI COMMUNITY C,CARTRIDGE SAVE,135.09,0,"Office Stationery, Equipment and Supplies",Stationery & office supplies
12/4/2016,DCC KING EDWARD VI COMMUNITY C,Amazon UK Marketplace,19.58,0,General Retail and Wholesale,Miscellaneous retail
22/01/2016,DCC LEASE DAY CENTRE,MOLE AVON TRADING LTD,56.95,0,General Retail and Wholesale,Discount stores
27/01/2016,DCC LEASE DAY CENTRE,TP OKEHAMPTON,38.84,0,Building Materials,Timber & building supplies
27/01/2016,DCC LEASE DAY CENTRE,TP OKEHAMPTON,0,0,Building Materials,Timber & building supplies
25/02/2016,DCC LEASE DAY CENTRE,MAKRO SELF SERVICE EXETER,180.29,0,General Retail and Wholesale,Wholesale clubs
22/03/2016,DCC LEASE DAY CENTRE,Amazon UK Marketplace,5.5,0,General Retail and Wholesale,Miscellaneous retail
29/03/2016,DCC LEASE DAY CENTRE,Amazon UK Retail,39.92,0,Mail Order / Direct Selling,Direct sales companies
8/2/2016,DCC MOLLY OWEN COMTY RESOURCE,ARGOS RETAIL GROUP,128.93,0,General Retail and Wholesale,Discount stores
4/3/2016,DCC MOLLY OWEN COMTY RESOURCE,ARGOS RETAIL GROUP,14.99,0,General Retail and Wholesale,Discount stores
25/01/2016,DCC PARK SCHOOL-CP0629582GBP,Amazon UK Marketplace,10.24,0,Books and Periodicals,Book stores
6/2/2016,DCC PARK SCHOOL-CP0629582GBP,Amazon UK Retail,4.11,0,Mail Order / Direct Selling,Direct sales companies
8/2/2016,DCC PARK SCHOOL-CP0629582GBP,SAINSBURY'S S/MKT,30,0,General Retail and Wholesale,Grocery stores
9/2/2016,DCC PARK SCHOOL-CP0629582GBP,Amazon UK Marketplace,8.36,0,General Retail and Wholesale,Miscellaneous retail
9/2/2016,DCC PARK SCHOOL-CP0629582GBP,INTERPARCEL LIMITE,10.79,0,Mail and Courier Services,Courier services / freight forwarders
13/02/2016,DCC PARK SCHOOL-CP0629582GBP,Amazon UK Marketplace,10.93,0,Books and Periodicals,Book stores
19/02/2016,DCC PARK SCHOOL-CP0629582GBP,DRESSMAKERS,48.3,0,General Retail and Wholesale,Fabric and sewing shops
22/02/2016,DCC PARK SCHOOL-CP0629582GBP,Amazon UK Marketplace,45.98,0,General Retail and Wholesale,Miscellaneous retail
23/02/2016,DCC PARK SCHOOL-CP0629582GBP,CURRYS ONLINE,114,0,General Retail and Wholesale,Electronics shops
1/3/2016,DCC PARK SCHOOL-CP0629582GBP,STAGEDEPOT.CO.UK,23.96,0,General Retail and Wholesale,Hardware stores
2/3/2016,DCC PARK SCHOOL-CP0629582GBP,TVLICENSING.CO.UK,145.5,0,Professional Services,Consultants & public relation services
4/3/2016,DCC PARK SCHOOL-CP0629582GBP,Amazon UK Marketplace,60.36,0,General Retail and Wholesale,Miscellaneous retail
9/3/2016,DCC PARK SCHOOL-CP0629582GBP,Amazon UK Marketplace,5.65,0,General Retail and Wholesale,Miscellaneous retail
9/3/2016,DCC PARK SCHOOL-CP0629582GBP,Amazon UK Marketplace,35.69,0,General Retail and Wholesale,Miscellaneous retail
9/3/2016,DCC PARK SCHOOL-CP0629582GBP,ROYAL & FORTESCUE HOTEL,59,0,Hotels and Accommodation,"Hotels, motels & resorts"
10/3/2016,DCC PARK SCHOOL-CP0629582GBP,"Amazon Svcs Europe,SAR",160.13,0,Books and Periodicals,Book stores
10/3/2016,DCC PARK SCHOOL-CP0629582GBP,Amazon UK Marketplace,28.4,0,General Retail and Wholesale,Miscellaneous retail
14/03/2016,DCC PARK SCHOOL-CP0629582GBP,Amazon UK Marketplace,32.38,0,General Retail and Wholesale,Miscellaneous retail
18/03/2016,DCC PARK SCHOOL-CP0629582GBP,Amazon UK Retail,20,0,Mail Order / Direct Selling,Direct sales companies
13/04/2016,DCC PARK SCHOOL-CP0629582GBP,WWW.EDGEHILL.AC.UK,5,0,Training and Educational,Colleges & universities
18/04/2016,DCC PARK SCHOOL-CP0629582GBP,Amazon UK Marketplace,22.95,0,General Retail and Wholesale,Miscellaneous retail
22/01/2016,DCC SOUTH MOLTON COMMUNITY COL,WWW.CABLING4LESS.CO.UK,21.47,0,General Retail and Wholesale,Electronics shops
23/01/2016,DCC SOUTH MOLTON COMMUNITY COL,LAPTOPSCREEN.CO.UK,58.67,0,Computer Equipment & Services,Computer software stores
25/01/2016,DCC SOUTH MOLTON COMMUNITY COL,Amazon UK Marketplace,7.99,0,General Retail and Wholesale,Miscellaneous retail
25/01/2016,DCC SOUTH MOLTON COMMUNITY COL,PAYPAL TEN TORS,312,0,Training and Educational,Schools
30/01/2016,DCC SOUTH MOLTON COMMUNITY COL,Amazon UK Marketplace,29.72,0,Books and Periodicals,Book stores
1/2/2016,DCC SOUTH MOLTON COMMUNITY COL,WWW.GRAFIPRESS.EU,36.14,0,Computer Equipment & Services,"Computers, peripherals & software"
9/2/2016,DCC SOUTH MOLTON COMMUNITY COL,BOOKDEPOSITORY.COM,39.88,0,Books and Periodicals,Book stores
