Transaction Date,Local Authority Establishment,Benificiary (Merchant),Amount,Unrecoverable VAT,Expenditure Purpose,Merchant Category
23/07/2018,BERE ALSTON PRIM-CP0685610GBP,Amazon UK Retail,23.78,0,Mail Order / Direct Selling,Direct sales companies
24/07/2018,BERE ALSTON PRIM-CP0685610GBP,Amazon UK Marketplace,28.92,0,Books and Periodicals,Book stores
24/07/2018,BERE ALSTON PRIM-CP0685610GBP,Amazon UK Retail,24.74,0,Mail Order / Direct Selling,Direct sales companies
24/07/2018,BERE ALSTON PRIM-CP0685610GBP,Amazon UK Retail,42.99,0,Mail Order / Direct Selling,Direct sales companies
28/07/2018,BERE ALSTON PRIM-CP0685610GBP,Amazon UK Marketplace,28.99,0,Books and Periodicals,Book stores
30/07/2018,BERE ALSTON PRIM-CP0685610GBP,Amazon UK Marketplace,31.07,0,Books and Periodicals,Book stores
30/07/2018,BERE ALSTON PRIM-CP0685610GBP,Amazon UK Marketplace,15.47,0,Books and Periodicals,Book stores
31/07/2018,BERE ALSTON PRIM-CP0685610GBP,AMAZON SVCS EU-UK AMAZON.,79.99,0,Books and Periodicals,Book stores
31/07/2018,BERE ALSTON PRIM-CP0685610GBP,AMZN Mktp UK,23.99,0,Books and Periodicals,Book stores
31/07/2018,BERE ALSTON PRIM-CP0685610GBP,AMZN Mktp UK,14.9,0,Books and Periodicals,Book stores
02/08/2018,BERE ALSTON PRIM-CP0685610GBP,AMZN Mktp UK,31.5,0,Books and Periodicals,Book stores
24/07/2018,BOW PRIMARY SCH-CP0728252GBP,HP INC UK LIMITED,1.99,0,Computer Equipment & Services,"Computers, peripherals & software"
12/08/2018,BOW PRIMARY SCH-CP0728252GBP,HP INC UK LIMITED,7.99,0,Computer Equipment & Services,"Computers, peripherals & software"
20/08/2018,BOW PRIMARY SCH-CP0728252GBP,HP INC UK LIMITED,7.99,0,Computer Equipment & Services,"Computers, peripherals & software"
23/07/2018,CASTLE PRIMARY-CP0728262GBP,Amazon UK Marketplace,40.53,0,Books and Periodicals,Book stores
23/07/2018,CASTLE PRIMARY-CP0728262GBP,DWN LIMITED,41.96,0,General Retail and Wholesale,Miscellaneous retail
23/07/2018,CASTLE PRIMARY-CP0728262GBP,WWW.GOOUTDOORS.CO,9.93,0,General Retail and Wholesale,Men & womens clothing shops
23/07/2018,CASTLE PRIMARY-CP0728262GBP,WWW.IKEA.COM,49.95,0,General Retail and Wholesale,Furniture & home furnishing
24/07/2018,CASTLE PRIMARY-CP0728262GBP,ISUBSCRIBE LTD,35.5,0,Books and Periodicals,Book stores
24/07/2018,CASTLE PRIMARY-CP0728262GBP,FIRST GROUP ENT.,62.79,0,Computer Equipment & Services,Computer software stores
26/07/2018,CASTLE PRIMARY-CP0728262GBP,DENNIS TLD,85,0,Print and Advertising,Publishing & printing services
22/08/2018,CHUDLEIGH-CP0685924GBP,SERENATA FLOWERS,17.99,0,Estate and Garden Services,Florists
25/07/2018,COUNTESS WEAR PRI-CP0681219GBP,POST OFFICE COUNTER,21.41,0,Mail and Courier Services,Postal services
27/07/2018,CULLOMPTON COM CO-CP0727728GBP,PAYPAL  AJPARTSUK,29.27,0,General Retail and Wholesale,Electronics shops
10/08/2018,CULLOMPTON COM CO-CP0727728GBP,PAYPAL  STAMPSDIREC,31.22,0,Miscellaneous Industrial/Commercial Supplies,Misc Durable goods
22/08/2018,CULLOMPTON COM CO-CP0727728GBP,PAYPAL  COMPANIESHO,13,0,Statutory Bodies,Government services
25/07/2018,D C C WESTCROFT JUNIOR SCHOOL,Amazon UK Marketplace,151.92,0,Books and Periodicals,Book stores
06/08/2018,D C C WESTCROFT JUNIOR SCHOOL,SIMON JERSEY,-89.97,0,Business Clothing and Footwear,Uniforms & commercial clothing
17/08/2018,D C C WESTCROFT JUNIOR SCHOOL,HOBBYCRAFT,20,0,General Retail and Wholesale,Art & craft shops
23/07/2018,DCC - AXE BEACON-CP0697835GBP,AMAZON EU AMAZON.CO.UK,47.95,0,General Retail and Wholesale,Miscellaneous retail
24/07/2018,DCC - AXE BEACON-CP0697835GBP,AMAZON SVCS EU-UK AMAZON.,73.5,0,Books and Periodicals,Book stores
24/07/2018,DCC - AXE BEACON-CP0697835GBP,WWW.PRIMROSE.CO.UK,118.95,0,Estate and Garden Services,Lawn & garden supply/nursery
30/07/2018,DCC - AXE BEACON-CP0697835GBP,LYME BAY AUCTIONS LTD,684.4,0,General Retail and Wholesale,Antique shops
17/08/2018,DCC - AXE BEACON-CP0697835GBP,BOOKER LIMITED EXETER,14.39,0,Catering and Catering Supplies,Caterers
23/07/2018,DCC - CAREY FEDER-CP0687759GBP,POST OFFICE COUNTER,1.77,0,Mail and Courier Services,Postal services
03/08/2018,DCC - CAREY FEDER-CP0687759GBP,PAYPAL  AMANDATHOMA,6.95,0,General Retail and Wholesale,Miscellaneous retail
04/08/2018,DCC - CAREY FEDER-CP0687759GBP,PAYPAL  OFFICESHOES,11.5,0,General Retail and Wholesale,Shoe shops
04/08/2018,DCC - CAREY FEDER-CP0687759GBP,PAYPAL  SHRONHORN19,4.24,0,General Retail and Wholesale,Miscellaneous retail
06/08/2018,DCC - CAREY FEDER-CP0687759GBP,PAYPAL  CSBETONTA,9.98,0,General Retail and Wholesale,Miscellaneous retail
09/08/2018,DCC - CAREY FEDER-CP0687759GBP,PAYPAL  OFFICESHOES,16.9,0,General Retail and Wholesale,Shoe shops
10/08/2018,DCC - CAREY FEDER-CP0687759GBP,THE JUNCTION INN,65.75,0,Restaurants and Bars,"Bars, taverns, pubs & nightclubs"
21/08/2018,DCC - CAREY FEDER-CP0687759GBP,B & Q 1049,10,0,Building Materials,Timber & building supplies
23/07/2018,DCC - DAWLISH CC-CP0689084GBP,PAYPAL  CAMPBELLMIL,22.25,0,"Office Stationery, Equipment and Supplies",Stationery & office supplies stores
24/07/2018,DCC - DAWLISH CC-CP0689084GBP,PAYPAL  PRINTEDTODA,93.75,0,Print and Advertising,Publishing & printing services
27/07/2018,DCC - DAWLISH CC-CP0689084GBP,Amazon UK Retail,20.22,0,Mail Order / Direct Selling,Direct sales companies
27/07/2018,DCC - DAWLISH CC-CP0689084GBP,VESTA VODAFONE,32.43,0,Telecommunication Services,Phone services
27/07/2018,DCC - DAWLISH CC-CP0689084GBP,VODAFONE LTD,40,0,Telecommunication Services,Phone services
22/08/2018,DCC - DAWLISH CC-CP0689084GBP,COMPANIES HOUSE,13,0,Statutory Bodies,Government services
26/07/2018,DCC - PASSMORE ED-CP0687786GBP,VUE BSL LTD,86.32,0,Leisure Activities,Cinemas
26/07/2018,DCC - PASSMORE ED-CP0687793GBP,MOBILITY PITSTOP MOBIL,10.98,0,General Retail and Wholesale,Miscellaneous retail
23/07/2018,DCC - SIDMOUTH CO-CP0697845GBP,EE TOP UP VESTA,30,0,Telecommunication Services,Phone services
24/07/2018,DCC - SIDMOUTH CO-CP0697845GBP,PAYPAL  EASYLOCKS,107.99,0,Miscellaneous Industrial/Commercial Supplies,Misc Durable goods
24/07/2018,DCC - SIDMOUTH CO-CP0697845GBP,UNI CAM ESALES,3.5,0,Training and Educational,Colleges & universities
31/07/2018,DCC - SIDMOUTH CO-CP0697845GBP,AMAZON.CO.UK AMAZON.CO.UK,22.43,0,General Retail and Wholesale,Miscellaneous retail
30/07/2018,DCC - ST ANDREWS-CP0687779GBP,Amazon UK Marketplace,83,0,Books and Periodicals,Book stores
22/08/2018,DCC  STOKENHAM PR-CP0689085GBP,TWENTY TWENTY DISP,160.8,0,Miscellaneous Industrial/Commercial Supplies,Misc Industrial supplies
28/06/2018,DCC - TOTNES DIST-CP0666223GBP,GRO HM PASSPORT OFFICE,-27.75,0,Statutory Bodies,Government services
23/07/2018,DCC - TOTNES DIST-CP0666223GBP,CURRYS ONLINE,764.46,0,General Retail and Wholesale,Electronics shops
23/07/2018,DCC - TOTNES DIST-CP0666223GBP,PC WORLD ONLINE,109.99,0,General Retail and Wholesale,Electronics shops
23/07/2018,DCC - TOTNES DIST-CP0666223GBP,GRO HM PASSPORT OFFICE,27.75,0,Statutory Bodies,Government services
23/07/2018,DCC - TOTNES DIST-CP0666223GBP,GRO HM PASSPORT OFFICE,37,0,Statutory Bodies,Government services
23/07/2018,DCC - TOTNES DIST-CP0666223GBP,GRO HM PASSPORT OFFICE,-9.25,0,Statutory Bodies,Government services
24/07/2018,DCC - TOTNES DIST-CP0666223GBP,PC WORLD ONLINE,349.99,0,General Retail and Wholesale,Electronics shops
25/07/2018,DCC - TOTNES DIST-CP0666223GBP,GRO HM PASSPORT OFFICE,27.75,0,Statutory Bodies,Government services
26/07/2018,DCC - TOTNES DIST-CP0666223GBP,TVLICENSING.CO.UK,150.5,0,Professional Services,Consultants & public relation services
26/07/2018,DCC - TOTNES DIST-CP0666223GBP,GRO HM PASSPORT OFFICE,27.75,0,Statutory Bodies,Government services
26/07/2018,DCC - TOTNES DIST-CP0666223GBP,GRO HM PASSPORT OFFICE,-27.75,0,Statutory Bodies,Government services
31/07/2018,DCC - TOTNES DIST-CP0666223GBP,GRO HM PASSPORT OFFICE,111,0,Statutory Bodies,Government services
02/08/2018,DCC - TOTNES DIST-CP0666223GBP,PREMIER INN44014325,63,0,Hotels and Accommodation,Premier Inn
02/08/2018,DCC - TOTNES DIST-CP0666223GBP,GRO HM PASSPORT OFFICE,74.55,0,Statutory Bodies,Government services
02/08/2018,DCC - TOTNES DIST-CP0666223GBP,GRO HM PASSPORT OFFICE,-23.4,0,Statutory Bodies,Government services
02/08/2018,DCC - TOTNES DIST-CP0666223GBP,PLYMOUTH REGISTER,52,0,Statutory Bodies,Government services
02/08/2018,DCC - TOTNES DIST-CP0666223GBP,FLYBE.COM   AD5594,341.98,0,Travel - Air/Rail/Road,"Airlines, air carriers"
03/08/2018,DCC - TOTNES DIST-CP0666223GBP,PREMIER INN44521710,268,0,Hotels and Accommodation,Premier Inn
03/08/2018,DCC - TOTNES DIST-CP0666223GBP,WWW.DEVON.GOV.UK,30.5,0,Training and Educational,Colleges & universities
06/08/2018,DCC - TOTNES DIST-CP0666223GBP,BROMLEY COLLEGE,270,0,Statutory Bodies,Government services
07/08/2018,DCC - TOTNES DIST-CP0666223GBP,TVLICENSING.CO.UK,150.5,0,Professional Services,Consultants & public relation services
07/08/2018,DCC - TOTNES DIST-CP0666223GBP,TRAINLINE,11.55,0,Travel - Air/Rail/Road,Passenger railways
09/08/2018,DCC - TOTNES DIST-CP0666223GBP,GRO HM PASSPORT OFFICE,27.75,0,Statutory Bodies,Government services
09/08/2018,DCC - TOTNES DIST-CP0666223GBP,GRO HM PASSPORT OFFICE,27.75,0,Statutory Bodies,Government services
09/08/2018,DCC - TOTNES DIST-CP0666223GBP,GRO HM PASSPORT OFFICE,-27.75,0,Statutory Bodies,Government services
09/08/2018,DCC - TOTNES DIST-CP0666223GBP,TRAINLINE,68.2,0,Travel - Air/Rail/Road,Passenger railways
10/08/2018,DCC - TOTNES DIST-CP0666223GBP,GRO HM PASSPORT OFFICE,9.25,0,Statutory Bodies,Government services
10/08/2018,DCC - TOTNES DIST-CP0666223GBP,TRAINLINE,265.2,0,Travel - Air/Rail/Road,Passenger railways
14/08/2018,DCC - TOTNES DIST-CP0666223GBP,TVLICENSING.CO.UK,150.5,0,Professional Services,Consultants & public relation services
14/08/2018,DCC - TOTNES DIST-CP0666223GBP,GRO HM PASSPORT OFFICE,138.75,0,Statutory Bodies,Government services
15/08/2018,DCC - TOTNES DIST-CP0666223GBP,SOMERSET COUNTY COUNCI,795,0,Statutory Bodies,Government services
21/08/2018,DCC - TOTNES DIST-CP0666223GBP,GRO HM PASSPORT OFFICE,55.5,0,Statutory Bodies,Government services
22/08/2018,DCC - TOTNES DIST-CP0666223GBP,GRO HM PASSPORT OFFICE,138.75,0,Statutory Bodies,Government services
23/07/2018,DCC - WEST EXMOOR-CP0691501GBP,TESCO STORE 2083,95.84,0,General Retail and Wholesale,Grocery stores
24/07/2018,DCC - WEST EXMOOR-CP0691501GBP,WATERSTONES,189,0,Books and Periodicals,Book stores
23/07/2018,DCC - WOLBOROUGH-CP0704784GBP,SAINSBURYS S/MKTS,42.05,0,General Retail and Wholesale,Grocery stores
26/07/2018,DCC - WOLBOROUGH-CP0704784GBP,POST OFFICE COUNTER,446.5,0,Mail and Courier Services,Postal services
02/08/2018,DCC - WOLBOROUGH-CP0704784GBP,B & Q 1033,25,0,Building Materials,Timber & building supplies
02/08/2018,DCC - WOLBOROUGH-CP0704784GBP,B & Q 1033,0,0,Building Materials,Timber & building supplies
25/07/2018,DCC BERRY POMEROY-CP0714901GBP,POST OFFICE COUNTER,9.03,0,Mail and Courier Services,Postal services
26/07/2018,DCC BIDWELL BROOK-CP0687798GBP,Amazon UK Marketplace,32.93,0,Books and Periodicals,Book stores
26/07/2018,DCC BIDWELL BROOK-CP0687798GBP,Amazon UK Retail,23.75,0,Mail Order / Direct Selling,Direct sales companies
31/07/2018,DCC BRANSCOMBE-CP0687800GBP,Amazon.co.uk,20.29,0,Mail Order / Direct Selling,Direct sales companies
25/07/2018,DCC BUCKLAND BREWER SCH,Amazon UK Retail,16,0,Mail Order / Direct Selling,Direct sales companies
23/07/2018,DCC CANADA HILL P-CP0685889GBP,TESCO STORE 2920,48.42,0,General Retail and Wholesale,Grocery stores
26/07/2018,DCC CANADA HILL P-CP0685889GBP,JUSTGIVING.COM,314.67,0,Clubs/Associations/Organisations,Charitable organisations
29/07/2018,DCC CANADA HILL P-CP0685889GBP,TESCO DELIVERY SAVER1,6.99,0,General Retail and Wholesale,Grocery stores
22/08/2018,DCC CANADA HILL P-CP0685889GBP,ARGOS RETAIL GROUP,169,0,General Retail and Wholesale,Discount stores
22/08/2018,DCC CANADA HILL P-CP0685889GBP,ARGOS RETAIL GROUP,169,0,General Retail and Wholesale,Discount stores
